# ID_Station Day Hour Value
7072 "2020-01-10" 10 9.200000
7072 "2020-01-11" 10 2.200000
7072 "2020-01-12" 10 3.600000
7072 "2020-01-13" 10 6.800000
7072 "2020-01-14" 10 9.300000
7072 "2020-01-15" 10 9.000000


7072 "2020-01-01" 13 0.400000
7072 "2020-01-02" 13 5.000000
7072 "2020-01-03" 13 11.000000
7072 "2020-01-04" 13 8.000000
7072 "2020-01-05" 13 7.200000
7072 "2020-01-06" 13 4.300000
7072 "2020-01-07" 13 8.000000
7072 "2020-01-08" 13 11.600000
7072 "2020-01-09" 13 12.200000
7072 "2020-01-10" 13 8.100000
7072 "2020-01-11" 13 7.600000
7072 "2020-01-12" 13 7.000000
7072 "2020-01-13" 13 9.000000
7072 "2020-01-14" 13 10.300000
7072 "2020-01-15" 13 12.600000


7072 "2020-01-01" 16 -0.100000
7072 "2020-01-02" 16 7.100000
7072 "2020-01-03" 16 10.500000
7072 "2020-01-04" 16 7.700000
7072 "2020-01-05" 16 7.200000
7072 "2020-01-06" 16 5.100000
7072 "2020-01-07" 16 7.000000
7072 "2020-01-08" 16 11.600000
7072 "2020-01-09" 16 11.500000
7072 "2020-01-10" 16 7.500000
7072 "2020-01-11" 16 7.000000
7072 "2020-01-12" 16 8.000000
7072 "2020-01-13" 16 7.900000
7072 "2020-01-14" 16 10.800000
7072 "2020-01-15" 16 12.700000


7072 "2020-01-01" 19 0.200000
7072 "2020-01-02" 19 7.600000
7072 "2020-01-03" 19 10.100000
7072 "2020-01-04" 19 6.900000
7072 "2020-01-05" 19 5.500000
7072 "2020-01-06" 19 3.800000
7072 "2020-01-07" 19 6.500000
7072 "2020-01-08" 19 11.500000
7072 "2020-01-09" 19 11.400000
7072 "2020-01-10" 19 6.600000
7072 "2020-01-11" 19 3.100000
7072 "2020-01-12" 19 7.600000
7072 "2020-01-13" 19 8.600000
7072 "2020-01-14" 19 12.000000
7072 "2020-01-15" 19 12.500000


7072 "2020-01-01" 22 0.500000
7072 "2020-01-02" 22 7.700000
7072 "2020-01-03" 22 7.700000
7072 "2020-01-04" 22 6.500000
7072 "2020-01-05" 22 0.900000
7072 "2020-01-06" 22 4.800000
7072 "2020-01-07" 22 7.100000
7072 "2020-01-08" 22 11.100000
7072 "2020-01-09" 22 10.200000
7072 "2020-01-10" 22 4.300000
7072 "2020-01-11" 22 0.200000
7072 "2020-01-12" 22 7.600000
7072 "2020-01-13" 22 8.700000
7072 "2020-01-14" 22 11.100000
7072 "2020-01-15" 22 9.900000


7110 "2020-01-01" 01 9.600000
7110 "2020-01-02" 01 9.400000
7110 "2020-01-03" 01 10.700000
7110 "2020-01-04" 01 4.900000
7110 "2020-01-05" 01 7.200000
7110 "2020-01-06" 01 3.800000
7110 "2020-01-07" 01 6.600000
7110 "2020-01-08" 01 12.100000
7110 "2020-01-09" 01 11.900000
7110 "2020-01-10" 01 8.200000
