ID OMM station;Pression station
7240;102400
7240;101510
7240;100040
7240;102070
7240;100710
7240;102140
7240;101500
7240;102470
7240;101700
7240;101370
7240;100880
7240;99880
7240;100260
7240;102090
7240;101550
7240;99930
7240;100350
7240;100490
7240;101530
7240;99920
7240;101260
7240;102090
7240;100340
7240;101660
7240;101360
7240;102040
7240;101390
7240;101850
7240;102060
7240;101400
7240;101340
7240;100040
7240;100760
7240;101560
7240;101430
7240;100210
7240;100040
7240;101370
7240;101450
7240;99870
7240;101650
7240;101560
7240;101590
7240;99790
7240;99910
7240;101610
7240;101240
7240;102420
7240;101700
7240;101480
7240;99780
7240;101780
7240;101310
7240;101710
7240;100030
7240;101980
7240;101130
7240;101830
7240;101200
7240;102200
7240;101370
7240;102390
7240;102430
7240;102350
7240;101540
7240;99970
7240;102460
7240;101660
7240;101990
7240;99990
7240;101090
7255;100880
7255;101760
7255;99590
7255;101050
7255;99520
7255;101390
7255;101500
7255;99500
7255;100200
7255;99730
7255;101490
7255;100620
7255;100960
7255;101670
7255;101780
7255;100930
7255;100990
7255;100940
7255;99660
7255;99470
7255;101210
7255;100950
7255;100640
7255;100080
7255;101070
7255;100850
7255;101040
7255;100990
7255;99750
7255;101140
7255;100890
7255;100050
7255;99560
7255;99630
7255;101540
7255;100920
7255;100720
7255;100820
7255;101680
7255;101080
7255;101250
7255;100980
7255;99400
7255;100890
7255;101270
7255;99870
7255;101010
7255;100380
7255;99510
7255;99640
7255;101170
7255;101090
7255;100600
7255;99410
7255;99550
7255;101140
7255;100810
7255;101770
7255;101690
7255;101030
7255;99740
7255;100680
7255;101130
7255;101250
7255;101150
7255;101390
7255;100970
7255;101440
7255;101430
7255;100540
7255;100270
7255;99610
7255;99880
7255;101260
7255;101720
7255;100750
7255;101410
7255;100690
7255;101240
7255;100730
7255;100820
7255;99640
7255;100670
7255;100720
7255;100770
7255;100880
7255;100440
7255;100840
7255;100970
7255;100890
7255;100900
7255;100760
7255;100260
7255;101000
7255;101030
7255;100620
7255;101170
7255;101000
7255;100820
7255;99620
7255;99530
7255;101160
7255;100820
7255;101370
7255;101680
7255;101240
7255;100440
7255;101040
7255;100000
7255;100960
7255;99560
7255;101050
7255;101700
7255;101080
7255;100850
7255;100720
7255;101440
7255;100400
7255;100740
7255;99610
7280;99180
7280;100410
7280;100510
7280;100170
7280;100140
7280;99060
7280;99230
7280;100410
7280;100440
7280;99970
7280;100890
7280;100430
7280;100070
7280;100120
7280;100740
7280;100900
7280;100020
7280;100460
7280;99130
7280;99170
7280;100370
7280;100090
7280;100200
7280;100020
7280;99040
7280;100320
7280;100490
7280;99720
7280;99510
7280;99490
7280;100450
7280;100220
7280;100280
7280;100660
7280;99230
7280;100490
7280;99590
7280;100170
7280;98940
7280;100410
7280;100320
7280;100520
7280;100930
7280;100140
7280;99340
7280;99950
7280;100230
7280;100330
7280;100270
7280;99890
7280;100120
7280;99050
7280;99090
7280;100500
7280;100360
7280;100760
7280;100340
7280;100640
7280;100190
7280;100290
7280;100250
7280;99660
7280;100600
7280;100500
7280;100230
7280;99080
7280;99210
7280;99980
7280;100870
7280;100660
7280;100140
7280;100310
7280;100150
7280;100860
7280;100270
7280;99020
7280;100600
7280;100190
7280;100890
7280;99720
7280;99580
7280;99810
7280;100040
7280;100340
7280;100320
7280;100590
7280;99380
7280;99880
7280;98960
7280;100550
7280;99120
7280;100200
7280;99980
7280;100280
7280;100540
7280;99140
7280;99690
7280;100330
7280;100050
7280;99060
7280;100320
7280;100380
7280;99020
7280;99040
7280;100510
7280;100350
7280;100090
7280;99270
7280;99200
7280;100340
7280;100300
7280;100790
7280;100610
7280;100530
7280;100290
7280;99060
7280;100680
7280;100110
7280;100780
7280;100310
7299;99690
7299;99680
7299;99880
7299;98680
7299;99790
7299;100360
7299;100280
7299;100320
7299;99510
7299;98590
7299;98860
7299;99790
7299;99640
7299;99920
7299;99670
7299;99400
7299;100080
7299;100330
7299;98640
7299;99490
7299;98500
7299;99100
7299;98480
7299;99930
7299;98570
7299;99630
7299;98650
7299;99240
7299;100100
7299;98530
7299;99980
7299;98910
7299;99260
7299;99730
7299;99700
7299;99130
7299;98590
7299;98730
7299;99500
7299;100320
7299;99560
7299;99940
7299;100210
7299;99800
7299;100100
